Unnamed: 0.1,Unnamed: 0,id,game,team_name,week,date,hour,duration,winner,mvp
185,1,https://ph-mpl.com/data/match/onic-bren-20220326,game1,BREN,6,2022-03-26,18:00:00,28:10,1,Saxa
186,0,https://ph-mpl.com/data/match/onic-bren-20220326,game2,BREN,6,2022-03-26,18:00:00,13:46,1,JOY BOY
187,1,https://ph-mpl.com/data/match/onic-bren-20220326,game2,ONIC,6,2022-03-26,18:00:00,13:46,0,JOY BOY
188,0,https://ph-mpl.com/data/match/omg-rsg-20220326,game1,RSG,6,2022-03-26,20:00:00,28:46,1,Emann
189,1,https://ph-mpl.com/data/match/omg-rsg-20220326,game1,OMG,6,2022-03-26,20:00:00,28:46,0,Emann
190,0,https://ph-mpl.com/data/match/omg-rsg-20220326,game2,RSG,6,2022-03-26,20:00:00,16:53,0,E2MAX
191,1,https://ph-mpl.com/data/match/omg-rsg-20220326,game2,OMG,6,2022-03-26,20:00:00,16:53,1,E2MAX
192,0,https://ph-mpl.com/data/match/omg-rsg-20220326,game3,OMG,6,2022-03-26,20:00:00,16:42,0,Emann
193,1,https://ph-mpl.com/data/match/omg-rsg-20220326,game3,RSG,6,2022-03-26,20:00:00,16:42,1,Emann
194,0,https://ph-mpl.com/data/match/blck-echo-20220327,game1,ECHO,6,2022-03-27,18:00:00,12:59,1,YAWI
195,1,https://ph-mpl.com/data/match/blck-echo-20220327,game1,BLCK,6,2022-03-27,18:00:00,12:59,0,YAWI
196,0,https://ph-mpl.com/data/match/blck-echo-20220327,game2,ECHO,6,2022-03-27,18:00:00,11:10,1,3MarTzy
197,1,https://ph-mpl.com/data/match/blck-echo-20220327,game2,BLCK,6,2022-03-27,18:00:00,11:10,0,3MarTzy
198,0,https://ph-mpl.com/data/match/nxpe-bren-20220327,game1,NXPE,6,2022-03-27,20:00:00,17:26,1,H2wo
199,1,https://ph-mpl.com/data/match/nxpe-bren-20220327,game1,BREN,6,2022-03-27,20:00:00,17:26,0,H2wo
200,0,https://ph-mpl.com/data/match/nxpe-bren-20220327,game2,NXPE,6,2022-03-27,20:00:00,17:48,1,Renejay
201,1,https://ph-mpl.com/data/match/nxpe-bren-20220327,game2,BREN,6,2022-03-27,20:00:00,17:48,0,Renejay
202,0,https://ph-mpl.com/data/match/tnc-rsg-20220401,game1,TNC,7,2022-04-01,18:00:00,13:51,0,Emann
203,1,https://ph-mpl.com/data/match/tnc-rsg-20220401,game1,RSG,7,2022-04-01,18:00:00,13:51,1,Emann
204,0,https://ph-mpl.com/data/match/tnc-rsg-20220401,game2,RSG,7,2022-04-01,18:00:00,12:08,1,Nathz
205,1,https://ph-mpl.com/data/match/tnc-rsg-20220401,game2,TNC,7,2022-04-01,18:00:00,12:08,0,Nathz
206,0,https://ph-mpl.com/data/match/onic-omg-20220401,game1,OMG,7,2022-04-01,20:00:00,17:30,1,E2MAX
207,1,https://ph-mpl.com/data/match/onic-omg-20220401,game1,ONIC,7,2022-04-01,20:00:00,17:30,0,E2MAX
208,0,https://ph-mpl.com/data/match/onic-omg-20220401,game2,ONIC,7,2022-04-01,20:00:00,15:14,1,Hatred
209,1,https://ph-mpl.com/data/match/onic-omg-20220401,game2,OMG,7,2022-04-01,20:00:00,15:14,0,Hatred
210,0,https://ph-mpl.com/data/match/onic-omg-20220401,game3,ONIC,7,2022-04-01,20:00:00,25:30,1,Markyyyyy
211,1,https://ph-mpl.com/data/match/onic-omg-20220401,game3,OMG,7,2022-04-01,20:00:00,25:30,0,Markyyyyy
212,0,https://ph-mpl.com/data/match/blck-bren-20220402,game1,BREN,7,2022-04-02,16:00:00,14:57,1,JOY BOY
