Unnamed: 0,id,game,team_name,total_kills,total_assists,total_deaths,total_gold,gold_min,total_damage,damage_min,red_buff,blue_buff,lord_kill,tortoise_kill,tower_destroy
1,https://ph-mpl.com/data/match/omg-tnc-20220218,game1,OMG,3,6,19,"41,119","2,586","156,638","9,851",5,7,0,0,4
0,https://ph-mpl.com/data/match/omg-tnc-20220218,game2,TNC,12,29,6,"55,679","3,104","173,297","9,663",7,9,2,2,7
1,https://ph-mpl.com/data/match/omg-tnc-20220218,game2,OMG,6,13,12,"47,939","2,673","135,343","7,547",9,9,0,1,4
0,https://ph-mpl.com/data/match/omg-tnc-20220318,game1,TNC,6,13,13,"50,696","2,816","218,081","12,115",10,8,1,2,4
1,https://ph-mpl.com/data/match/omg-tnc-20220318,game1,OMG,13,27,6,"56,816","3,156","170,502","9,472",8,10,1,1,9
0,https://ph-mpl.com/data/match/omg-tnc-20220318,game2,OMG,5,11,16,"45,367","2,841","125,092","7,834",7,8,0,1,0
1,https://ph-mpl.com/data/match/omg-tnc-20220318,game2,TNC,16,36,5,"57,556","3,604","174,019","10,898",9,10,2,2,9
0,https://ph-mpl.com/data/match/omg-tnc-20220318,game3,OMG,0,0,8,"44,584","2,574","155,608","8,986",5,5,0,0,0
1,https://ph-mpl.com/data/match/omg-tnc-20220318,game3,TNC,8,17,0,"59,909","3,459","160,889","9,290",10,13,3,3,9
0,https://ph-mpl.com/data/match/onic-bren-20220226,game1,ONIC,12,26,5,"54,272","3,319","203,877","12,469",13,11,2,0,9
1,https://ph-mpl.com/data/match/onic-bren-20220226,game1,BREN,5,11,12,"45,986","2,812","153,226","9,371",4,6,0,3,2
0,https://ph-mpl.com/data/match/onic-bren-20220226,game2,BREN,6,14,18,"49,794","2,725","182,678","10,000",8,8,1,2,4
1,https://ph-mpl.com/data/match/onic-bren-20220226,game2,ONIC,18,44,6,"60,681","3,321","196,515","10,758",9,12,2,1,9
0,https://ph-mpl.com/data/match/onic-bren-20220326,game1,ONIC,20,44,24,"83,772","2,974","449,109","15,944",11,18,3,3,9
1,https://ph-mpl.com/data/match/onic-bren-20220326,game1,BREN,24,61,20,"90,361","3,208","359,021","12,746",12,9,2,0,7
0,https://ph-mpl.com/data/match/onic-bren-20220326,game2,BREN,9,17,1,"47,035","3,416","168,352","12,228",11,11,2,3,9
1,https://ph-mpl.com/data/match/onic-bren-20220326,game2,ONIC,1,4,9,"33,983","2,468","111,006","8,063",3,4,0,0,2
0,https://ph-mpl.com/data/match/onic-nxpe-20220220,game1,ONIC,6,6,18,"49,505","2,722","190,493","10,476",7,7,0,1,2
1,https://ph-mpl.com/data/match/onic-nxpe-20220220,game1,NXPE,18,43,6,"59,326","3,262","240,453","13,223",10,12,3,2,9
0,https://ph-mpl.com/data/match/onic-nxpe-20220220,game2,ONIC,8,23,3,"40,482","2,804","134,168","9,295",5,4,0,1,0
1,https://ph-mpl.com/data/match/onic-nxpe-20220220,game2,NXPE,3,5,8,"47,315","3,278","100,629","6,971",9,12,2,2,9
0,https://ph-mpl.com/data/match/onic-nxpe-20220320,game1,NXPE,15,25,18,"50,481","2,975","207,933","12,255",9,8,2,3,5
1,https://ph-mpl.com/data/match/onic-nxpe-20220320,game1,ONIC,18,48,15,"58,502","3,448","213,102","12,560",6,9,1,0,7
0,https://ph-mpl.com/data/match/onic-nxpe-20220320,game2,ONIC,5,12,14,"39,025","2,639","124,865","8,446",6,5,0,2,1
1,https://ph-mpl.com/data/match/onic-nxpe-20220320,game2,NXPE,14,33,5,"48,746","3,297","179,062","12,112",9,9,1,1,8
0,https://ph-mpl.com/data/match/onic-nxpe-20220320,game3,ONIC,12,35,11,"50,240","3,035","159,115","9,614",7,9,2,3,7
1,https://ph-mpl.com/data/match/onic-nxpe-20220320,game3,NXPE,11,16,12,"46,116","2,786","103,147","6,232",9,8,1,0,3
0,https://ph-mpl.com/data/match/onic-omg-20220304,game1,ONIC,7,13,11,"39,583","2,592","118,232","7,744",6,4,0,0,0
1,https://ph-mpl.com/data/match/onic-omg-20220304,game1,OMG,11,20,7,"52,653","3,448","130,013","8,516",9,11,2,3,9
0,https://ph-mpl.com/data/match/onic-omg-20220304,game2,ONIC,15,34,19,"74,347","3,237","246,600","10,737",9,14,3,0,8
1,https://ph-mpl.com/data/match/onic-omg-20220304,game2,OMG,19,46,15,"68,292","2,973","280,971","12,233",12,11,1,3,6
0,https://ph-mpl.com/data/match/onic-omg-20220304,game3,ONIC,15,41,11,"61,748","3,216","265,567","13,831",11,10,2,2,8
1,https://ph-mpl.com/data/match/onic-omg-20220304,game3,OMG,11,21,15,"59,404","3,093","185,763","9,675",7,10,1,1,4
0,https://ph-mpl.com/data/match/onic-omg-20220401,game1,OMG,13,31,9,"52,245","2,985","190,060","10,860",7,7,2,1,6
1,https://ph-mpl.com/data/match/onic-omg-20220401,game1,ONIC,9,23,13,"49,740","2,842","168,985","9,656",10,11,1,2,6
0,https://ph-mpl.com/data/match/onic-omg-20220401,game2,ONIC,15,44,8,"49,159","3,227","151,069","9,917",8,11,2,3,8
1,https://ph-mpl.com/data/match/onic-omg-20220401,game2,OMG,8,19,15,"40,932","2,687","168,026","11,030",7,5,0,0,2
0,https://ph-mpl.com/data/match/onic-omg-20220401,game3,ONIC,22,61,15,"80,326","3,150","339,802","13,325",9,13,3,2,8
1,https://ph-mpl.com/data/match/onic-omg-20220401,game3,OMG,15,32,22,"73,280","2,873","283,306","11,110",12,13,1,1,8
0,https://ph-mpl.com/data/match/rsg-bren-20220225,game1,RSG,11,28,2,"35,761","3,606","130,368","13,146",6,6,1,2,8
1,https://ph-mpl.com/data/match/rsg-bren-20220225,game1,BREN,2,5,11,"23,552","2,374","59,062","5,955",3,5,0,0,1
0,https://ph-mpl.com/data/match/rsg-bren-20220225,game2,BREN,3,7,17,"30,162","2,577","103,888","8,879",3,3,0,1,0
1,https://ph-mpl.com/data/match/rsg-bren-20220225,game2,RSG,17,35,4,"41,336","3,532","148,901","12,726",7,8,1,2,8
0,https://ph-mpl.com/data/match/rsg-bren-20220325,game1,RSG,15,30,5,"46,690","3,295","138,005","9,741",6,11,2,2,7
1,https://ph-mpl.com/data/match/rsg-bren-20220325,game1,BREN,5,10,15,"35,501","2,505","94,711","6,685",6,5,0,1,2
0,https://ph-mpl.com/data/match/rsg-bren-20220325,game2,RSG,9,22,5,"52,501","3,427","159,483","10,412",8,10,2,3,9
1,https://ph-mpl.com/data/match/rsg-bren-20220325,game2,BREN,5,9,9,"41,032","2,678","167,792","10,954",4,8,0,0,1
0,https://ph-mpl.com/data/match/rsg-nxpe-20220219,game1,RSG,14,37,10,"59,365","3,363","173,683","9,840",9,11,3,2,9
1,https://ph-mpl.com/data/match/rsg-nxpe-20220219,game1,NXPE,10,19,14,"47,649","2,699","130,508","7,394",8,8,0,1,5
0,https://ph-mpl.com/data/match/rsg-nxpe-20220219,game2,NXPE,3,6,12,"54,891","2,551","131,116","6,093",9,9,0,0,2
1,https://ph-mpl.com/data/match/rsg-nxpe-20220219,game2,RSG,12,24,3,"69,996","3,253","183,722","8,538",12,14,3,3,9
0,https://ph-mpl.com/data/match/rsg-nxpe-20220319,game1,RSG,18,45,6,"59,112","3,195","220,153","11,900",11,14,3,1,9
1,https://ph-mpl.com/data/match/rsg-nxpe-20220319,game1,NXPE,6,15,18,"46,923","2,536","128,547","6,948",7,6,0,1,3
0,https://ph-mpl.com/data/match/rsg-nxpe-20220319,game2,RSG,18,42,6,"61,392","3,280","240,938","12,872",11,10,2,3,9
1,https://ph-mpl.com/data/match/rsg-nxpe-20220319,game2,NXPE,6,17,18,"53,792","2,874","161,383","8,622",7,8,1,0,5
0,https://ph-mpl.com/data/match/rsg-omg-20220501,game1,RSG,22,50,8,"60,245","3,241","237,757","12,794",8,10,2,3,8
1,https://ph-mpl.com/data/match/rsg-omg-20220501,game1,OMG,8,26,22,"49,387","2,657","121,214","6,522",7,6,1,0,4
0,https://ph-mpl.com/data/match/rsg-omg-20220501,game2,RSG,0,0,2,"34,441","2,529","80,832","5,936",6,6,0,1,1
1,https://ph-mpl.com/data/match/rsg-omg-20220501,game2,OMG,2,5,0,"44,377","3,259","111,972","8,223",7,9,2,2,8
0,https://ph-mpl.com/data/match/rsg-omg-20220501,game3,OMG,7,11,15,"48,948","2,694","120,871","6,653",8,7,0,2,2
1,https://ph-mpl.com/data/match/rsg-omg-20220501,game3,RSG,15,36,7,"58,771","3,235","162,415","8,940",9,12,3,1,8
0,https://ph-mpl.com/data/match/rsg-omg-20220501,game4,OMG,8,24,13,"49,840","2,679","195,588","10,515",10,9,0,1,2
1,https://ph-mpl.com/data/match/rsg-omg-20220501,game4,RSG,13,35,8,"59,141","3,179","221,725","11,920",8,10,3,2,7
0,https://ph-mpl.com/data/match/rsg-omg-20220501,game5,OMG,8,22,19,"62,451","2,559","256,008","10,492",9,8,2,2,6
1,https://ph-mpl.com/data/match/rsg-omg-20220501,game5,RSG,19,46,8,"71,388","2,925","297,772","12,203",11,13,2,1,9
0,https://ph-mpl.com/data/match/rsg-onic-20220312,game1,RSG,14,35,14,"61,390","2,965","235,578","11,380",10,12,1,1,7
1,https://ph-mpl.com/data/match/rsg-onic-20220312,game1,ONIC,14,19,14,"59,990","2,898","197,817","9,556",9,10,1,2,9
0,https://ph-mpl.com/data/match/rsg-onic-20220312,game2,RSG,7,17,12,"46,326","2,703","194,791","11,369",6,6,0,2,1
1,https://ph-mpl.com/data/match/rsg-onic-20220312,game2,ONIC,12,23,7,"56,417","3,292","132,605","7,739",10,11,3,1,9
0,https://ph-mpl.com/data/match/rsg-onic-20220312,game3,RSG,14,29,4,"51,346","3,500","182,835","12,466",7,9,2,3,9
1,https://ph-mpl.com/data/match/rsg-onic-20220312,game3,ONIC,4,13,14,"39,270","2,677","101,378","6,912",5,6,0,0,1
0,https://ph-mpl.com/data/match/rsg-onic-20220409,game1,ONIC,13,24,15,"66,414","2,854","271,979","11,689",11,16,2,1,7
1,https://ph-mpl.com/data/match/rsg-onic-20220409,game1,RSG,15,40,13,"73,909","3,176","243,111","10,448",10,8,2,2,9
0,https://ph-mpl.com/data/match/rsg-onic-20220409,game2,ONIC,12,32,15,"49,463","2,881","187,101","10,899",9,9,2,3,6
1,https://ph-mpl.com/data/match/rsg-onic-20220409,game2,RSG,15,40,12,"51,251","2,985","204,277","11,899",5,9,0,0,8
0,https://ph-mpl.com/data/match/rsg-onic-20220429,game1,ONIC,7,16,20,"46,926","2,646","161,232","9,092",9,5,0,1,1
1,https://ph-mpl.com/data/match/rsg-onic-20220429,game1,RSG,20,42,7,"58,745","3,312","190,837","10,761",8,13,3,2,9
0,https://ph-mpl.com/data/match/rsg-onic-20220429,game2,RSG,19,34,10,"72,494","2,839","317,787","12,445",10,16,2,2,8
1,https://ph-mpl.com/data/match/rsg-onic-20220429,game2,ONIC,10,24,19,"72,135","2,825","256,796","10,057",14,11,1,1,6
0,https://ph-mpl.com/data/match/rsg-onic-20220429,game3,RSG,14,42,8,"71,429","3,137","269,011","11,816",10,9,2,0,9
1,https://ph-mpl.com/data/match/rsg-onic-20220429,game3,ONIC,8,17,14,"63,183","2,775","159,979","7,026",12,14,2,3,7
0,https://ph-mpl.com/data/match/tnc-echo-20220226,game1,TNC,4,6,12,"42,515","2,787","152,870","10,024",7,7,0,3,3
1,https://ph-mpl.com/data/match/tnc-echo-20220226,game1,ECHO,12,24,4,"46,936","3,077","154,060","10,102",7,10,1,0,7
0,https://ph-mpl.com/data/match/tnc-echo-20220226,game2,TNC,11,25,13,"73,796","3,107","273,571","11,518",11,10,3,3,8
1,https://ph-mpl.com/data/match/tnc-echo-20220226,game2,ECHO,13,17,11,"67,596","2,846","292,565","12,318",12,15,1,0,6
0,https://ph-mpl.com/data/match/tnc-echo-20220226,game3,ECHO,13,36,4,"48,163","3,477","129,586","9,356",6,9,2,0,8
1,https://ph-mpl.com/data/match/tnc-echo-20220226,game3,TNC,4,8,13,"38,883","2,807","123,784","8,937",8,7,0,3,2
0,https://ph-mpl.com/data/match/tnc-echo-20220326,game1,TNC,8,15,18,"49,479","2,759","198,800","11,085",8,9,0,1,2
1,https://ph-mpl.com/data/match/tnc-echo-20220326,game1,ECHO,18,44,8,"57,976","3,232","233,797","13,037",8,11,3,2,8
0,https://ph-mpl.com/data/match/tnc-echo-20220326,game2,TNC,6,12,19,"54,408","2,873","141,957","7,497",9,11,0,3,5
1,https://ph-mpl.com/data/match/tnc-echo-20220326,game2,ECHO,19,35,6,"57,539","3,039","231,408","12,222",9,11,2,0,7
0,https://ph-mpl.com/data/match/tnc-echo-20220326,game3,ECHO,9,22,12,"45,460","2,658","128,647","7,523",6,4,0,0,1
1,https://ph-mpl.com/data/match/tnc-echo-20220326,game3,TNC,12,24,9,"57,267","3,348","186,406","10,900",9,14,2,3,9
0,https://ph-mpl.com/data/match/tnc-omg-20220501,game1,OMG,16,44,11,"80,432","3,099","236,419","9,110",11,13,3,0,9
1,https://ph-mpl.com/data/match/tnc-omg-20220501,game1,TNC,11,26,16,"75,771","2,919","302,326","11,650",12,11,2,3,7
0,https://ph-mpl.com/data/match/tnc-omg-20220501,game2,OMG,17,45,10,"66,258","3,337","242,123","12,197",11,10,2,2,9
1,https://ph-mpl.com/data/match/tnc-omg-20220501,game2,TNC,10,23,17,"54,960","2,768","245,516","12,368",9,9,0,1,4
0,https://ph-mpl.com/data/match/tnc-omg-20220501,game3,TNC,16,31,21,"53,810","2,837","206,978","10,912",9,6,0,2,2
1,https://ph-mpl.com/data/match/tnc-omg-20220501,game3,OMG,21,61,16,"61,263","3,230","239,797","12,643",10,14,3,1,9
0,https://ph-mpl.com/data/match/tnc-onic-20220306,game1,TNC,16,35,7,"56,964","3,203","202,201","11,370",8,13,2,1,8
1,https://ph-mpl.com/data/match/tnc-onic-20220306,game1,ONIC,7,18,16,"47,958","2,696","131,141","7,374",7,7,0,2,1
0,https://ph-mpl.com/data/match/tnc-onic-20220306,game2,ONIC,13,27,1,"48,192","3,467","144,241","10,377",8,11,2,2,9
1,https://ph-mpl.com/data/match/tnc-onic-20220306,game2,TNC,1,3,13,"33,010","2,374","119,113","8,569",4,2,0,0,1
0,https://ph-mpl.com/data/match/tnc-onic-20220306,game3,ONIC,7,14,0,"58,044","3,332","111,488","6,401",12,13,3,3,8
1,https://ph-mpl.com/data/match/tnc-onic-20220306,game3,TNC,0,0,7,"42,634","2,447","129,350","7,426",5,6,0,0,1
0,https://ph-mpl.com/data/match/tnc-onic-20220403,game1,ONIC,5,14,5,"34,491","2,554","63,756","4,722",3,5,0,0,1
1,https://ph-mpl.com/data/match/tnc-onic-20220403,game1,TNC,5,13,5,"45,586","3,376","100,586","7,450",10,10,2,3,8
0,https://ph-mpl.com/data/match/tnc-onic-20220403,game2,ONIC,12,24,27,"56,375","2,893","234,111","12,015",8,9,2,0,5
1,https://ph-mpl.com/data/match/tnc-onic-20220403,game2,TNC,27,72,12,"64,658","3,318","263,766","13,538",9,10,1,2,9
0,https://ph-mpl.com/data/match/tnc-rsg-20220304,game1,TNC,9,26,10,"62,284","3,218","194,483","10,050",9,12,2,1,9
1,https://ph-mpl.com/data/match/tnc-rsg-20220304,game1,RSG,10,19,9,"59,444","3,072","165,156","8,535",11,9,1,2,6
0,https://ph-mpl.com/data/match/tnc-rsg-20220304,game2,RSG,5,11,9,"36,988","2,565","86,052","5,968",7,5,0,0,0
1,https://ph-mpl.com/data/match/tnc-rsg-20220304,game2,TNC,9,21,5,"49,913","3,462","156,995","10,889",6,9,2,3,8
0,https://ph-mpl.com/data/match/tnc-rsg-20220401,game1,TNC,2,6,10,"35,885","2,590","78,474","5,665",4,4,0,1,2
1,https://ph-mpl.com/data/match/tnc-rsg-20220401,game1,RSG,10,20,2,"49,366","3,564","164,234","11,858",9,10,2,2,9
0,https://ph-mpl.com/data/match/tnc-rsg-20220401,game2,RSG,15,23,3,"41,723","3,438","153,233","12,629",9,10,1,3,7
1,https://ph-mpl.com/data/match/tnc-rsg-20220401,game2,TNC,3,10,15,"29,208","2,407","127,684","10,523",2,2,0,0,0
0,https://ph-mpl.com/data/match/tnc-rsg-20220430,game1,TNC,5,11,19,"43,182","2,555","137,778","8,152",8,6,0,0,3
1,https://ph-mpl.com/data/match/tnc-rsg-20220430,game1,RSG,19,41,5,"55,128","3,262","149,281","8,833",8,9,3,3,8
0,https://ph-mpl.com/data/match/tnc-rsg-20220430,game2,RSG,18,37,10,"41,100","3,210","182,239","14,237",6,7,1,1,7
1,https://ph-mpl.com/data/match/tnc-rsg-20220430,game2,TNC,10,24,18,"34,227","2,673","122,836","9,596",6,6,0,2,0
0,https://ph-mpl.com/data/match/tnc-rsg-20220430,game3,RSG,17,42,8,"55,510","3,162","292,301","16,655",9,11,2,3,9
1,https://ph-mpl.com/data/match/tnc-rsg-20220430,game3,TNC,8,16,17,"45,315","2,582","157,078","8,950",7,5,0,0,0
